date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:35:26	132/132	U-----	200	untouched ('OK')	text/html	etag:%22d62e37-84-45351e5a38d40%22	http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addic-dot.html	C:/Documents%20and%20Settings/Administrator/My%20Documents/git/l1j_client/powerpc/powerpc/pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addic-dot.html	(from http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/)
18:35:26	41336/41336	---M--	200	added ('OK')	image/gif	etag:%22d62e34-a178-45351e5a38d40%22	http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addi.gif	C:/Documents%20and%20Settings/Administrator/My%20Documents/git/l1j_client/powerpc/powerpc/pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addi.gif	(from http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/)
18:35:27	60469/60469	---M--	200	added ('OK')	image/gif	etag:%22d62e32-ec35-45351e5a38d40%22	http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/adde.gif	C:/Documents%20and%20Settings/Administrator/My%20Documents/git/l1j_client/powerpc/powerpc/pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/adde.gif	(from http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/)
18:35:27	127/127	U-----	200	untouched ('OK')	text/html	etag:%22d62e3b-7f-45351e5a38d40%22	http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addis.html	C:/Documents%20and%20Settings/Administrator/My%20Documents/git/l1j_client/powerpc/powerpc/pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addis.html	(from http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/)
18:35:28	127/127	U-----	200	untouched ('OK')	text/html	etag:%22d62e3d-7f-45351e5a38d40%22	http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addme.html	C:/Documents%20and%20Settings/Administrator/My%20Documents/git/l1j_client/powerpc/powerpc/pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addme.html	(from http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/)
18:35:30	46601/46601	---M--	200	added ('OK')	image/gif	etag:%22d62e38-b609-45351e5944b00%22	http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addic.gif	C:/Documents%20and%20Settings/Administrator/My%20Documents/git/l1j_client/powerpc/powerpc/pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addic.gif	(from http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/)
18:35:30	127/127	U-----	200	untouched ('OK')	text/html	etag:%22d62e3f-7f-45351e5a38d40%22	http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addze.html	C:/Documents%20and%20Settings/Administrator/My%20Documents/git/l1j_client/powerpc/powerpc/pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addze.html	(from http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/)
18:35:34	42993/42993	---M--	200	added ('OK')	image/gif	etag:%22d62e3a-a7f1-45351e5944b00%22	http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addis.gif	C:/Documents%20and%20Settings/Administrator/My%20Documents/git/l1j_client/powerpc/powerpc/pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addis.gif	(from http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/)
18:35:34	54223/54223	---M--	200	added ('OK')	image/gif	etag:%22d62e36-d3cf-45351e5a38d40%22	http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addic-dot.gif	C:/Documents%20and%20Settings/Administrator/My%20Documents/git/l1j_client/powerpc/powerpc/pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addic-dot.gif	(from http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/)
18:35:34	123/123	U-----	200	untouched ('OK')	text/html	etag:%22d62e41-7b-45351e5a38d40%22	http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/and.html	C:/Documents%20and%20Settings/Administrator/My%20Documents/git/l1j_client/powerpc/powerpc/pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/and.html	(from http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/)
18:35:35	125/125	U-----	200	untouched ('OK')	text/html	etag:%22d62e43-7d-45351e5944b00%22	http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/andc.html	C:/Documents%20and%20Settings/Administrator/My%20Documents/git/l1j_client/powerpc/powerpc/pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/andc.html	(from http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/)
18:35:37	61238/61238	---M--	200	added ('OK')	image/gif	etag:%22d62e3c-ef36-45351e5a38d40%22	http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addme.gif	C:/Documents%20and%20Settings/Administrator/My%20Documents/git/l1j_client/powerpc/powerpc/pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/addme.gif	(from http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/)
18:35:37	130/130	U-----	200	untouched ('OK')	text/html	etag:%22d62e45-82-45351e5a38d40%22	http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/andi-dot.html	C:/Documents%20and%20Settings/Administrator/My%20Documents/git/l1j_client/powerpc/powerpc/pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/andi-dot.html	(from http://pds.twi.tudelft.nl/vakken/in101/labcourse/instruction-set/)
